freq	morph	lang	stem	morph_type	person	gender	number	state	pos	lexical_class	distinct_variants
56965	R	H							preposition	prep	7
56522	C	H							conjunction	cj	4
33625	Np	H		proper					noun	noun	4
26271	Ncmsc	H		common		masculine	singular	construct	noun	noun	5
25348	Ncmsa	H		common		masculine	singular	absolute	noun	noun	7
23896	Td	H		definite article					particle	art	4
13392	Sp3ms	H		pronominal	third	masculine	singular		suffix	pron	1
11300	Ncmpc	H		common		masculine	plural	construct	noun	noun	4
10977	To	H		direct object marker					particle	om	2
9371	Ncfsa	H		common		feminine	singular	absolute	noun	noun	5
8427	Ncmpa	H		common		masculine	plural	absolute	noun	noun	3
8232	Sp1cs	H		pronominal	first	common	singular		suffix	pron	2
7319	Vqw3ms	H	qal	wayyiqtol	third	masculine	singular		verb	verb	1
7086	Sp3mp	H		pronominal	third	masculine	plural		suffix	pron	1
6798	Tn	H		negative					particle	adv	3
6624	Ncfsc	H		common		feminine	singular	construct	noun	noun	5
6584	Sp2ms	H		pronominal	second	masculine	singular		suffix	pron	1
6435	Rd	H							preposition	prep	1
5654	Tr	H		relative					particle	rel	2
5230	Ncbsa	H		common		both	singular	absolute	noun	noun	4
5142	Ncbsc	H		common		both	singular	construct	noun	noun	2
4525	Vqc	H	qal	infinitive construct					verb	verb	2
4372	Vqp3ms	H	qal	qatal	third	masculine	singular		verb	verb	2
4194	D	H							adverb	adv	7
3626	Aamsa	H		adjective		masculine	singular	absolute	adjective	adj	5
3321	Sp3fs	H		pronominal	third	feminine	singular		suffix	pron	1
3240	Vqi3ms	H	qal	yiqtol	third	masculine	singular		verb	verb	1
2913	Ncbpc	H		common		both	plural	construct	noun	noun	2
2649	Sp2mp	H		pronominal	second	masculine	plural		suffix	pron	1
2470	Vqrmsa	H	qal	participle active		masculine	singular	absolute	verb	verb	3
2424	Ncfpc	H		common		feminine	plural	construct	noun	noun	2
2402	Vqw3mp	H	qal	wayyiqtol	third	masculine	plural		verb	verb	1
2375	Ncfpa	H		common		feminine	plural	absolute	noun	noun	2
2238	Ti	H		interrogative					particle	pron	5
2193	Vqp3cp	H	qal	qatal	third	common	plural		verb	verb	1
1773	Sp1cp	H		pronominal	first	common	plural		suffix	pron	1
1749	Sp2fs	H		pronominal	second	feminine	singular		suffix	pron	1
1726	Vqi3mp	H	qal	yiqtol	third	masculine	plural		verb	verb	1
1700	Tm	H		demonstrative					particle	ij	4
1589	Acmsa	H		cardinal number		masculine	singular	absolute	adjective	num	3
1543	Vqv2ms	H	qal	imperative	second	masculine	singular		verb	verb	2
1509	Aampa	H		adjective		masculine	plural	absolute	adjective	adj	2
1487	Acbpa	H		cardinal number		both	plural	absolute	adjective	num	2
1427	Vqp1cs	H	qal	qatal	first	common	singular		verb	verb	1
1414	Acfsa	H		cardinal number		feminine	singular	absolute	adjective	num	2
1395	Pp3ms	H		personal	third	masculine	singular		pronoun	pron	1
1283	Vqq3ms	H	qal	weqatal	third	masculine	singular		verb	verb	2
1233	Pp1cs	H		personal	first	common	singular		pronoun	pron	1
1190	Pdxms	H		demonstrative		masculine	singular		pronoun	adj	2
1180	Vqi2ms	H	qal	yiqtol	second	masculine	singular		verb	verb	1
1124	Ta	H		affirmation					particle	cj	3
1122	Vqrmpa	H	qal	participle active		masculine	plural	absolute	verb	verb	3
1093	Vqi1cs	H	qal	yiqtol	first	common	singular		verb	verb	1
1092	Vqv2mp	H	qal	imperative	second	masculine	plural		verb	verb	1
1079	Sd	H		directional he					suffix	x	2
1035	Vqrmpc	H	qal	participle active		masculine	plural	construct	verb	verb	3
1027	Vhw3ms	H	hiphil	wayyiqtol	third	masculine	singular		verb	verb	1
1000	Ncbdc	H		common		both	dual	construct	noun	noun	1
973	Aafsa	H		adjective		feminine	singular	absolute	adjective	adj	3
972	Vqw3fs	H	qal	wayyiqtol	third	feminine	singular		verb	verb	1
942	Ngmsa	H		gentilic		masculine	singular	absolute	noun	noun	1
941	Vhc	H	hiphil	infinitive construct					verb	verb	1
916	R	A							preposition	prep	2
894	Vhp3ms	H	hiphil	qatal	third	masculine	singular		verb	verb	1
886	C	A							conjunction	cj	5
885	Ncbpa	H		common		both	plural	absolute	noun	noun	3
860	Td	A		definite article					particle	art	2
825	Vpp3ms	H	piel	qatal	third	masculine	singular		verb	verb	1
758	Vqp3fs	H	qal	qatal	third	feminine	singular		verb	verb	2
755	Pdxcp	H		demonstrative		common	plural		pronoun	adj	1
745	Pp2ms	H		personal	second	masculine	singular		pronoun	pron	1
737	Vhi3ms	H	hiphil	yiqtol	third	masculine	singular		verb	verb	1
734	Vqi3fs	H	qal	yiqtol	third	feminine	singular		verb	verb	1
729	Ngmpa	H		gentilic		masculine	plural	absolute	noun	noun	1
724	Vqq3cp	H	qal	weqatal	third	common	plural		verb	verb	1
717	Vqp2ms	H	qal	qatal	second	masculine	singular		verb	verb	1
716	Vqq2ms	H	qal	weqatal	second	masculine	singular		verb	verb	1
705	Vpc	H	piel	infinitive construct					verb	verb	1
656	Vqi2mp	H	qal	yiqtol	second	masculine	plural		verb	verb	1
636	Vpw3ms	H	piel	wayyiqtol	third	masculine	singular		verb	verb	1
611	Pdxfs	H		demonstrative		feminine	singular		pronoun	adj	1
560	Pp3mp	H		personal	third	masculine	plural		pronoun	pron	1
510	Vqa	H	qal	infinitive absolute					verb	verb	2
505	VNi3ms	H	niphal	yiqtol	third	masculine	singular		verb	verb	1
499	Vhw3mp	H	hiphil	wayyiqtol	third	masculine	plural		verb	verb	1
491	Ncfdc	H		common		feminine	dual	construct	noun	noun	1
485	Vhrmsa	H	hiphil	participle active		masculine	singular	absolute	verb	verb	2
485	Pp3fs	H		personal	third	feminine	singular		pronoun	pron	1
468	Vqw1cs	H	qal	wayyiqtol	first	common	singular		verb	verb	1
463	Acbsa	H		cardinal number		both	singular	absolute	adjective	num	2
454	Ncmsd	A		common		masculine	singular	determined	noun	noun	2
452	VNp3ms	H	niphal	qatal	third	masculine	singular		verb	verb	1
451	Vqq1cs	H	qal	weqatal	first	common	singular		verb	verb	1
445	Vpi3ms	H	piel	yiqtol	third	masculine	singular		verb	verb	1
445	Sh	H		paragogic he					suffix	x	1
429	Vhv2ms	H	hiphil	imperative	second	masculine	singular		verb	verb	1
426	Ncmsc	A		common		masculine	singular	construct	noun	noun	2
425	Aomsa	H		ordinal number		masculine	singular	absolute	adjective	num	2
416	Vhi1cs	H	hiphil	yiqtol	first	common	singular		verb	verb	1
412	Aampc	H		adjective		masculine	plural	construct	adjective	adj	2
410	Vqrmsc	H	qal	participle active		masculine	singular	construct	verb	verb	3
408	Acmsc	H		cardinal number		masculine	singular	construct	adjective	num	1
394	Vqsmsa	H	qal	participle passive		masculine	singular	absolute	verb	verb	3
353	Te	H		exhortation					particle	ij	2
350	Vhp3cp	H	hiphil	qatal	third	common	plural		verb	verb	1
345	VNrmsa	H	niphal	participle active		masculine	singular	absolute	verb	verb	1
341	Np	A		proper					noun	noun	2
334	Vqq2mp	H	qal	weqatal	second	masculine	plural		verb	verb	1
331	Tj	H		interjection					particle	ij	3
330	Vhq1cs	H	hiphil	weqatal	first	common	singular		verb	verb	1
319	VNp3cp	H	niphal	qatal	third	common	plural		verb	verb	1
311	Sn	H		paragogic nun					suffix	x	2
309	Aamsc	H		adjective		masculine	singular	construct	adjective	adj	4
302	Acmdc	H		cardinal number		masculine	dual	construct	adjective	num	2
301	Vprmsa	H	piel	participle active		masculine	singular	absolute	verb	verb	1
300	Vqrfsa	H	qal	participle active		feminine	singular	absolute	verb	verb	3
292	Vhi2ms	H	hiphil	yiqtol	second	masculine	singular		verb	verb	1
287	Tr	A		relative					particle	rel	2
283	Pp2mp	H		personal	second	masculine	plural		pronoun	pron	1
278	Vpp1cs	H	piel	qatal	first	common	singular		verb	verb	1
277	Vhi3mp	H	hiphil	yiqtol	third	masculine	plural		verb	verb	1
273	Vqj3ms	H	qal	jussive	third	masculine	singular		verb	verb	1
273	Vhq3ms	H	hiphil	weqatal	third	masculine	singular		verb	verb	1
271	Vqp2mp	H	qal	qatal	second	masculine	plural		verb	verb	1
270	Vqi1cp	H	qal	yiqtol	first	common	plural		verb	verb	1
264	Aafpa	H		adjective		feminine	plural	absolute	adjective	adj	2
264	Vpi1cs	H	piel	yiqtol	first	common	singular		verb	verb	1
258	Vhv2mp	H	hiphil	imperative	second	masculine	plural		verb	verb	1
243	Vhp1cs	H	hiphil	qatal	first	common	singular		verb	verb	1
241	Sp3ms	A		pronominal	third	masculine	singular		suffix	pron	2
240	Acmda	H		cardinal number		masculine	dual	absolute	adjective	num	1
234	Vpv2ms	H	piel	imperative	second	masculine	singular		verb	verb	2
233	Vpp3cp	H	piel	qatal	third	common	plural		verb	verb	1
232	Vqp1cp	H	qal	qatal	first	common	plural		verb	verb	1
231	Sp3fp	H		pronominal	third	feminine	plural		suffix	pron	1
230	Vqq3fs	H	qal	weqatal	third	feminine	singular		verb	verb	1
229	Vpi3mp	H	piel	yiqtol	third	masculine	plural		verb	verb	1
225	Vqv2fs	H	qal	imperative	second	feminine	singular		verb	verb	2
224	VNw3ms	H	niphal	wayyiqtol	third	masculine	singular		verb	verb	1
220	Vha	H	hiphil	infinitive absolute					verb	verb	2
210	Vqh1cs	H	qal	cohortative	first	common	singular		verb	verb	1
208	Vqsmpa	H	qal	participle passive		masculine	plural	absolute	verb	verb	3
206	VNc	H	niphal	infinitive construct					verb	verb	2
205	Vqj2ms	H	qal	jussive	second	masculine	singular		verb	verb	1
194	VNi3mp	H	niphal	yiqtol	third	masculine	plural		verb	verb	1
189	Vpi2ms	H	piel	yiqtol	second	masculine	singular		verb	verb	1
187	Ncmsa	A		common		masculine	singular	absolute	noun	noun	2
185	VNrmpa	H	niphal	participle active		masculine	plural	absolute	verb	verb	1
182	Vpv2mp	H	piel	imperative	second	masculine	plural		verb	verb	1
180	Vpw3mp	H	piel	wayyiqtol	third	masculine	plural		verb	verb	1
172	Vhp2ms	H	hiphil	qatal	second	masculine	singular		verb	verb	1
171	Vpq3ms	H	piel	weqatal	third	masculine	singular		verb	verb	1
166	Vqsfsa	H	qal	participle passive		feminine	singular	absolute	verb	verb	1
161	Vhrmpa	H	hiphil	participle active		masculine	plural	absolute	verb	verb	2
161	Ncmpd	A		common		masculine	plural	determined	noun	noun	1
160	Vqh1cp	H	qal	cohortative	first	common	plural		verb	verb	1
153	Vqi3fp	H	qal	yiqtol	third	feminine	plural		verb	verb	1
152	Ncfda	H		common		feminine	dual	absolute	noun	noun	2
152	Vprmpa	H	piel	participle active		masculine	plural	absolute	verb	verb	1
148	Vpp2ms	H	piel	qatal	second	masculine	singular		verb	verb	1
146	Aofsa	H		ordinal number		feminine	singular	absolute	adjective	num	2
145	Vhi2mp	H	hiphil	yiqtol	second	masculine	plural		verb	verb	1
144	VNw3mp	H	niphal	wayyiqtol	third	masculine	plural		verb	verb	1
143	VNp3fs	H	niphal	qatal	third	feminine	singular		verb	verb	1
142	Acfdc	H		cardinal number		feminine	dual	construct	adjective	num	1
140	VNi3fs	H	niphal	yiqtol	third	feminine	singular		verb	verb	1
131	Ncfsd	A		common		feminine	singular	determined	noun	noun	2
125	Pp1cp	H		personal	first	common	plural		pronoun	pron	1
125	Vqj2mp	H	qal	jussive	second	masculine	plural		verb	verb	1
123	Vqp2fs	H	qal	qatal	second	feminine	singular		verb	verb	1
123	Vpq1cs	H	piel	weqatal	first	common	singular		verb	verb	1
123	Ncmpc	A		common		masculine	plural	construct	noun	noun	2
122	Vqrfpa	H	qal	participle active		feminine	plural	absolute	verb	verb	3
121	VNq3ms	H	niphal	weqatal	third	masculine	singular		verb	verb	1
121	Ncfsc	A		common		feminine	singular	construct	noun	noun	1
119	Vqsmpc	H	qal	participle passive		masculine	plural	construct	verb	verb	2
118	Vtw3ms	H	hithpael	wayyiqtol	third	masculine	singular		verb	verb	1
115	Acfda	H		cardinal number		feminine	dual	absolute	adjective	num	2
110	Vhq2ms	H	hiphil	weqatal	second	masculine	singular		verb	verb	1
110	Vqrmsa	A	peal	participle active		masculine	singular	absolute	verb	verb	1
109	Vtc	H	hithpael	infinitive construct					verb	verb	1
109	Vqp3ms	A	peal	qatal	third	masculine	singular		verb	verb	1
105	Vprmpc	H	piel	participle active		masculine	plural	construct	verb	verb	1
104	D	A							adverb	adv	2
103	Ncmda	H		common		masculine	dual	absolute	noun	noun	1
102	Vpa	H	piel	infinitive absolute					verb	verb	1
99	VHi3ms	H	hophal	yiqtol	third	masculine	singular		verb	verb	1
98	VNp1cs	H	niphal	qatal	first	common	singular		verb	verb	1
98	Sp2ms	A		pronominal	second	masculine	singular		suffix	pron	1
96	Ncmdc	H		common		masculine	dual	construct	noun	noun	1
96	Ncmpa	A		common		masculine	plural	absolute	noun	noun	1
95	Vqw2ms	H	qal	wayyiqtol	second	masculine	singular		verb	verb	1
94	Vhi3fs	H	hiphil	yiqtol	third	feminine	singular		verb	verb	1
93	Vqi2fs	H	qal	yiqtol	second	feminine	singular		verb	verb	1
91	Vqj3mp	H	qal	jussive	third	masculine	plural		verb	verb	1
91	Sp1cs	A		pronominal	first	common	singular		suffix	pron	2
90	Vpq2ms	H	piel	weqatal	second	masculine	singular		verb	verb	1
87	Vhrmsc	H	hiphil	participle active		masculine	singular	construct	verb	verb	2
86	Tn	A		negative					particle	adv	1
85	Ncbda	H		common		both	dual	absolute	noun	noun	1
81	Vqw3fp	H	qal	wayyiqtol	third	feminine	plural		verb	verb	1
80	Vti3ms	H	hithpael	yiqtol	third	masculine	singular		verb	verb	1
80	Vhw1cs	H	hiphil	wayyiqtol	first	common	singular		verb	verb	1
78	VNq3cp	H	niphal	weqatal	third	common	plural		verb	verb	1
78	Acbda	H		cardinal number		both	dual	absolute	adjective	num	1
78	Vpi3fs	H	piel	yiqtol	third	feminine	singular		verb	verb	1
77	Vhw3fs	H	hiphil	wayyiqtol	third	feminine	singular		verb	verb	1
77	Vprmsc	H	piel	participle active		masculine	singular	construct	verb	verb	1
77	VNv2ms	H	niphal	imperative	second	masculine	singular		verb	verb	1
77	Ncfsa	A		common		feminine	singular	absolute	noun	noun	3
76	VPsmsa	H	pual	participle passive		masculine	singular	absolute	verb	verb	2
76	Vph1cs	H	piel	cohortative	first	common	singular		verb	verb	1
76	Vtw3mp	H	hithpael	wayyiqtol	third	masculine	plural		verb	verb	1
75	Vtrmsa	H	hithpael	participle active		masculine	singular	absolute	verb	verb	1
73	Vhq3cp	H	hiphil	weqatal	third	common	plural		verb	verb	1
70	VPp3ms	H	pual	qatal	third	masculine	singular		verb	verb	2
69	Vpq3cp	H	piel	weqatal	third	common	plural		verb	verb	1
68	Vqi3ms	A	peal	yiqtol	third	masculine	singular		verb	verb	1
65	Vhj3ms	H	hiphil	jussive	third	masculine	singular		verb	verb	1
65	Vti3mp	H	hithpael	yiqtol	third	masculine	plural		verb	verb	1
64	Vqrfsc	H	qal	participle active		feminine	singular	construct	verb	verb	2
63	Aafsc	H		adjective		feminine	singular	construct	adjective	adj	3
63	Vqw1cp	H	qal	wayyiqtol	first	common	plural		verb	verb	1
63	VHsmsa	H	hophal	participle passive		masculine	singular	absolute	verb	verb	2
62	Vhj2ms	H	hiphil	jussive	second	masculine	singular		verb	verb	1
62	Sp3mp	A		pronominal	third	masculine	plural		suffix	pron	1
61	Vhq2mp	H	hiphil	weqatal	second	masculine	plural		verb	verb	1
61	Vqrmpa	A	peal	participle active		masculine	plural	absolute	verb	verb	1
60	Vpw3fs	H	piel	wayyiqtol	third	feminine	singular		verb	verb	1
60	Vpp3fs	H	piel	qatal	third	feminine	singular		verb	verb	1
59	Pp2fs	H		personal	second	feminine	singular		pronoun	pron	1
59	Ngfsa	H		gentilic		feminine	singular	absolute	noun	noun	1
58	Vqj3fs	H	qal	jussive	third	feminine	singular		verb	verb	1
58	VNrfsa	H	niphal	participle active		feminine	singular	absolute	verb	verb	1
57	Vhh1cs	H	hiphil	cohortative	first	common	singular		verb	verb	1
56	Vhp3fs	H	hiphil	qatal	third	feminine	singular		verb	verb	1
56	Vpi2mp	H	piel	yiqtol	second	masculine	plural		verb	verb	1
56	Vqw2mp	H	qal	wayyiqtol	second	masculine	plural		verb	verb	1
55	VNi2ms	H	niphal	yiqtol	second	masculine	singular		verb	verb	1
53	VPsmpa	H	pual	participle passive		masculine	plural	absolute	verb	verb	2
51	Pdxms	A		demonstrative		masculine	singular		pronoun	adj	2
50	VNw3fs	H	niphal	wayyiqtol	third	feminine	singular		verb	verb	1
49	Vqw2fs	H	qal	wayyiqtol	second	feminine	singular		verb	verb	1
49	Aamsa	A		adjective		masculine	singular	absolute	adjective	adj	2
48	VNi1cs	H	niphal	yiqtol	first	common	singular		verb	verb	1
48	VHp3ms	H	hophal	qatal	third	masculine	singular		verb	verb	1
48	VNq3fs	H	niphal	weqatal	third	feminine	singular		verb	verb	1
48	VPi3ms	H	pual	yiqtol	third	masculine	singular		verb	verb	1
47	Pp3fp	H		personal	third	feminine	plural		pronoun	pron	1
47	VNrfpa	H	niphal	participle active		feminine	plural	absolute	verb	verb	2
47	Vhv2fs	H	hiphil	imperative	second	feminine	singular		verb	verb	1
43	Vqq2fs	H	qal	weqatal	second	feminine	singular		verb	verb	1
43	Vqsmsc	H	qal	participle passive		masculine	singular	construct	verb	verb	3
43	Vqsfpa	H	qal	participle passive		feminine	plural	absolute	verb	verb	2
43	Vqq1cp	H	qal	weqatal	first	common	plural		verb	verb	2
42	Vhp2mp	H	hiphil	qatal	second	masculine	plural		verb	verb	1
42	To	A		direct object marker					particle	prep	3
41	Vhrmpc	H	hiphil	participle active		masculine	plural	construct	verb	verb	2
40	Vpw1cs	H	piel	wayyiqtol	first	common	singular		verb	verb	1
40	Sp3fs	A		pronominal	third	feminine	singular		suffix	pron	1
38	Vqp3mp	A	peal	qatal	third	masculine	plural		verb	verb	1
37	VPp3cp	H	pual	qatal	third	common	plural		verb	verb	1
36	Vhi1cp	H	hiphil	yiqtol	first	common	plural		verb	verb	1
36	VNi3fp	H	niphal	yiqtol	third	feminine	plural		verb	verb	1
36	Ncfpc	A		common		feminine	plural	construct	noun	noun	1
35	VNa	H	niphal	infinitive absolute					verb	verb	1
35	VNv2mp	H	niphal	imperative	second	masculine	plural		verb	verb	1
35	Acbpc	H		cardinal number		both	plural	construct	adjective	num	2
34	VNsfsa	H	niphal	participle passive		feminine	singular	absolute	verb	verb	1
34	Vtrmpa	H	hithpael	participle active		masculine	plural	absolute	verb	verb	1
34	Vhc	A	haphel	infinitive construct					verb	verb	1
34	Acbsa	A		cardinal number		both	singular	absolute	adjective	num	2
33	Vpj2ms	H	piel	jussive	second	masculine	singular		verb	verb	1
33	Vormpa	H	polel	participle active		masculine	plural	absolute	verb	verb	1
32	VNp2ms	H	niphal	qatal	second	masculine	singular		verb	verb	1
31	Vhp3ms	A	haphel	qatal	third	masculine	singular		verb	verb	1
30	Vtp3cp	H	hithpael	qatal	third	common	plural		verb	verb	1
30	Vtv2mp	H	hithpael	imperative	second	masculine	plural		verb	verb	1
30	VNi2mp	H	niphal	yiqtol	second	masculine	plural		verb	verb	1
30	Vpq2mp	H	piel	weqatal	second	masculine	plural		verb	verb	1
30	VNrfpc	H	niphal	participle active		feminine	plural	construct	verb	verb	1
30	VNsmpa	H	niphal	participle passive		masculine	plural	absolute	verb	verb	1
29	VPsfsa	H	pual	participle passive		feminine	singular	absolute	verb	verb	2
29	Vhw2ms	H	hiphil	wayyiqtol	second	masculine	singular		verb	verb	1
29	Vpp2mp	H	piel	qatal	second	masculine	plural		verb	verb	1
29	VNsmsa	H	niphal	participle passive		masculine	singular	absolute	verb	verb	1
29	Vqc	A	peal	infinitive construct					verb	verb	1
29	Ta	A		affirmation					particle	noun	3
28	VNq1cs	H	niphal	weqatal	first	common	singular		verb	verb	1
28	Aafsa	A		adjective		feminine	singular	absolute	adjective	adj	3
28	Vqp1cs	A	peal	qatal	first	common	singular		verb	verb	1
27	VPp3fs	H	pual	qatal	third	feminine	singular		verb	verb	1
27	VNq2mp	H	niphal	weqatal	second	masculine	plural		verb	verb	1
27	Vqj2fs	H	qal	jussive	second	feminine	singular		verb	verb	1
27	VHw3ms	H	hophal	wayyiqtol	third	masculine	singular		verb	verb	1
27	Vpp1cp	H	piel	qatal	first	common	plural		verb	verb	1
26	Vtq3cp	H	hithpael	weqatal	third	common	plural		verb	verb	1
26	Vpw2ms	H	piel	wayyiqtol	second	masculine	singular		verb	verb	1
26	Vhrfsa	H	hiphil	participle active		feminine	singular	absolute	verb	verb	2
25	Acbsc	H		cardinal number		both	singular	construct	adjective	num	1
25	Vtv2ms	H	hithpael	imperative	second	masculine	singular		verb	verb	1
25	Vpi1cp	H	piel	yiqtol	first	common	plural		verb	verb	1
25	VNp1cp	H	niphal	qatal	first	common	plural		verb	verb	1
25	Aafpc	H		adjective		feminine	plural	construct	adjective	adj	2
25	Vqi3mp	A	peal	yiqtol	third	masculine	plural		verb	verb	1
25	VQp3ms	A	peil	qatal	third	masculine	singular		verb	verb	1
24	Vprfsa	H	piel	participle active		feminine	singular	absolute	verb	verb	1
24	Vpv2fs	H	piel	imperative	second	feminine	singular		verb	verb	1
24	VHsmpa	H	hophal	participle passive		masculine	plural	absolute	verb	verb	1
24	Vti2ms	H	hithpael	yiqtol	second	masculine	singular		verb	verb	1
24	Ncfpa	A		common		feminine	plural	absolute	noun	noun	1
23	Vtp3ms	H	hithpael	qatal	third	masculine	singular		verb	verb	1
23	Vhp1cp	H	hiphil	qatal	first	common	plural		verb	verb	1
22	Vqv2fp	H	qal	imperative	second	feminine	plural		verb	verb	1
22	Vhh1cp	H	hiphil	cohortative	first	common	plural		verb	verb	1
22	Vhp3mp	A	haphel	qatal	third	masculine	plural		verb	verb	1
21	Vhj2mp	H	hiphil	jussive	second	masculine	plural		verb	verb	1
21	Vqp3fs	A	peal	qatal	third	feminine	singular		verb	verb	1
21	Vqi3fs	A	peal	yiqtol	third	feminine	singular		verb	verb	2
20	Vprfpa	H	piel	participle active		feminine	plural	absolute	verb	verb	1
20	Ncfpd	A		common		feminine	plural	determined	noun	noun	1
19	Sp2fp	H		pronominal	second	feminine	plural		suffix	pron	1
19	Aofsc	H		ordinal number		feminine	singular	construct	adjective	num	1
19	Ngmpd	A		gentilic		masculine	plural	determined	noun	noun	1
19	Aampa	A		adjective		masculine	plural	absolute	adjective	adj	2
19	VNsfpa	H	niphal	participle passive		feminine	plural	absolute	verb	verb	1
18	VNq2ms	H	niphal	weqatal	second	masculine	singular		verb	verb	1
18	VNj3ms	H	niphal	jussive	third	masculine	singular		verb	verb	1
18	VHi3mp	H	hophal	yiqtol	third	masculine	plural		verb	verb	1
18	Vtj2ms	H	hithpael	jussive	second	masculine	singular		verb	verb	1
17	Voi3ms	H	polel	yiqtol	third	masculine	singular		verb	verb	1
17	Acfsc	H		cardinal number		feminine	singular	construct	adjective	num	1
17	Vtp1cs	H	hithpael	qatal	first	common	singular		verb	verb	1
17	Vhj3mp	H	hiphil	jussive	third	masculine	plural		verb	verb	1
17	VPq3ms	H	pual	weqatal	third	masculine	singular		verb	verb	1
17	Vhp2fs	H	hiphil	qatal	second	feminine	singular		verb	verb	1
17	Vhi2fs	H	hiphil	yiqtol	second	feminine	singular		verb	verb	1
17	Vui3ms	A	hithpeel	yiqtol	third	masculine	singular		verb	verb	1
17	VNrmpc	H	niphal	participle active		masculine	plural	construct	verb	verb	1
16	Vtw1cs	H	hithpael	wayyiqtol	first	common	singular		verb	verb	1
16	Aamsd	A		adjective		masculine	singular	determined	adjective	adj	1
16	Pp1cs	A		personal	first	common	singular		pronoun	pron	1
16	Vqp2ms	A	peal	qatal	second	masculine	singular		verb	verb	1
15	VHp3fs	H	hophal	qatal	third	feminine	singular		verb	verb	1
15	Vti1cs	H	hithpael	yiqtol	first	common	singular		verb	verb	1
15	Vti3fs	H	hithpael	yiqtol	third	feminine	singular		verb	verb	1
15	Sp2mp	A		pronominal	second	masculine	plural		suffix	pron	1
15	Pp2ms	A		personal	second	masculine	singular		pronoun	pron	1
15	VPi3mp	H	pual	yiqtol	third	masculine	plural		verb	verb	1
14	VNw1cs	H	niphal	wayyiqtol	first	common	singular		verb	verb	1
14	Aompa	H		ordinal number		masculine	plural	absolute	adjective	num	3
14	VNh1cs	H	niphal	cohortative	first	common	singular		verb	verb	1
14	Vpj3ms	H	piel	jussive	third	masculine	singular		verb	verb	1
14	VHp3cp	H	hophal	qatal	third	common	plural		verb	verb	1
14	VNj2mp	H	niphal	jussive	second	masculine	plural		verb	verb	1
14	Ngfpa	H		gentilic		feminine	plural	absolute	noun	noun	1
14	VHq3ms	H	hophal	weqatal	third	masculine	singular		verb	verb	1
14	Aobpc	H		ordinal number		both	plural	construct	adjective	num	1
14	Vhq3fs	H	hiphil	weqatal	third	feminine	singular		verb	verb	1
14	VPsmpc	H	pual	participle passive		masculine	plural	construct	verb	verb	1
14	Vpi3fp	H	piel	yiqtol	third	feminine	plural		verb	verb	1
14	Ncbsd	A		common		both	singular	determined	noun	noun	1
13	VPp1cs	H	pual	qatal	first	common	singular		verb	verb	1
13	Vpq3fs	H	piel	weqatal	third	feminine	singular		verb	verb	1
13	Vop3ms	H	polel	qatal	third	masculine	singular		verb	verb	1
13	VPi3fs	H	pual	yiqtol	third	feminine	singular		verb	verb	1
13	Vhw2mp	H	hiphil	wayyiqtol	second	masculine	plural		verb	verb	1
13	Pdxfs	A		demonstrative		feminine	singular		pronoun	adj	1
13	Vqv2ms	A	peal	imperative	second	masculine	singular		verb	verb	1
13	Tm	A		demonstrative					particle	ij	2
13	Vpi3mp	A	pael	yiqtol	third	masculine	plural		verb	verb	1
12	VPsfpa	H	pual	participle passive		feminine	plural	absolute	verb	verb	1
12	VNh1cp	H	niphal	cohortative	first	common	plural		verb	verb	1
12	Vti2mp	H	hithpael	yiqtol	second	masculine	plural		verb	verb	1
12	Vhw1cp	H	hiphil	wayyiqtol	first	common	plural		verb	verb	1
12	VNj2ms	H	niphal	jussive	second	masculine	singular		verb	verb	1
12	Vpp2fs	H	piel	qatal	second	feminine	singular		verb	verb	1
12	Pp3mp	A		personal	third	masculine	plural		pronoun	pron	1
12	Vqi2ms	A	peal	yiqtol	second	masculine	singular		verb	verb	1
12	Pdxmp	A		demonstrative		masculine	plural		pronoun	adj	2
11	Vtrfsa	H	hithpael	participle active		feminine	singular	absolute	verb	verb	1
11	Vhrfpa	H	hiphil	participle active		feminine	plural	absolute	verb	verb	1
11	VHsfsa	H	hophal	participle passive		feminine	singular	absolute	verb	verb	1
11	Vvi3mp	H		yiqtol	third	masculine	plural		verb	verb	1
11	Vmrmsa	H	poel	participle active		masculine	singular	absolute	verb	verb	1
11	Vrrmsa	H	hithpolel	participle active		masculine	singular	absolute	verb	verb	1
11	VNrmsc	H	niphal	participle active		masculine	singular	construct	verb	verb	1
11	VHi3fs	H	hophal	yiqtol	third	feminine	singular		verb	verb	1
11	Vmi3ms	H	poel	yiqtol	third	masculine	singular		verb	verb	1
11	Vqi2fp	H	qal	yiqtol	second	feminine	plural		verb	verb	1
11	Vqv2mp	A	peal	imperative	second	masculine	plural		verb	verb	1
11	Vpc	A	pael	infinitive construct					verb	verb	1
11	Vri3ms	H	hithpolel	yiqtol	third	masculine	singular		verb	verb	1
11	Vri1cs	H	hithpolel	yiqtol	first	common	singular		verb	verb	1
10	Vtq2mp	H	hithpael	weqatal	second	masculine	plural		verb	verb	1
10	VNp2mp	H	niphal	qatal	second	masculine	plural		verb	verb	1
10	Vph1cp	H	piel	cohortative	first	common	plural		verb	verb	1
10	Voi2ms	H	polel	yiqtol	second	masculine	singular		verb	verb	1
10	Vpj3mp	H	piel	jussive	third	masculine	plural		verb	verb	1
10	VQsmsa	A	peil	participle passive		masculine	singular	absolute	verb	verb	1
